split	en	bn
train	The student studies physics at night.	শিক্ষার্থী পদার্থবিজ্ঞান রাতে পড়ে।
train	There is a classroom in the fan.	শ্রেণিকক্ষে একটি পাখা আছে।
train	The traveler goes to the city by motorcycle.	ভ্রমণকারী শহরে মোটরসাইকেলে যায়।
train	Please open the door as soon as possible.	দয়া করে যত দ্রুত সম্ভব দরজাটি খুলুন।
train	The baseline model is trained for sentiment analysis.	বেসলাইন মডেলটি অনুভূতি বিশ্লেষণের জন্য প্রশিক্ষিত।
train	The pharmacy is restaurant the within walking distance of.	ওষুধের দোকানটি রেস্তোরাঁটির হাঁটা দূরত্বের মধ্যে।
train	We measured BLEU score for the test set.	আমরা টেস্ট সেটের ব্লু স্কোর পরিমাপ করেছি।
train	The student planted a tree yesterday.	শিক্ষার্থী গতকাল একটি গাছ লাগিয়েছে।
train	The compact model is trained for intent detection.	কমপ্যাক্ট মডেলটি উদ্দেশ্য শনাক্তকরণের জন্য প্রশিক্ষিত।
train	The programmer uses the computer to create a report.	প্রোগ্রামার কম্পিউটার ব্যবহার করে একটি প্রতিবেদন তৈরি করতে।
train	There is a library in the fan.	গ্রন্থাগারে একটি পাখা আছে।
train	The scientist uses the computer to design a website.	বিজ্ঞানী কম্পিউটার ব্যবহার করে একটি ওয়েবসাইট ডিজাইন করতে।
train	The traveler goes to the city by bicycle.	ভ্রমণকারী শহরে সাইকেলে যায়।
